Country,Concept,Partner Country,Unit,Data Source,Scale,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995
Finland,"Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,2340000,3200000,5790000,3800000,4021454.94874541,4780905.94255217,3331936.35569198,3156421.33838158,2588279.00116316,4050558.22845757,2591056.26854112
Finland,"Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,,,,,,974656.340445959,26781.5499032384,7143.7501116211,48749.8638210868,127903.375238818,566184.395324725
Finland,"Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,6412.6568700118,8990.72814722325,549.13524926621,3348.63286482239,2814.38534503344,33531.4027162197,32733.7550374269
Finland,"Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,820000,110000,180000,330000,635234.872187209,807413.554903261,611605.304289786,346918.364795599,71575.5298957678,847.95885703625,1163.26411911825
Finland,"Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,30000,40000,0,0,940.26054619735,192175.29173322,456298.951353839,177031.05745361,11960.3812400477,36471.4986963529,30704.8521537633
Finland,"Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,20000,0,40000,50000,0,221812.322311935,5572.27237267358,43755.4694336792,1722.56979852824,2712.08704075305,21136.7712220261
Finland,"Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,1110000,800000,380000,680000,652175.845203158,241110.568148726,58243117.3578175,78468960.405765,32879989.3718787,7407.96038220434,7913.29442281024
Finland,"Goods, Value of Imports",Rwanda,US Dollars,Direction of Trade Statistics (DOTS),Units,730000,2730000,1060000,80000,1006099.13444758,432613.098991337,286684.591318353,89520.1185862518,372751.823888558,476937.209000249,0
Finland,"Goods, Value of Imports",Senegal,US Dollars,Direction of Trade Statistics (DOTS),Units,0,10000,50000,20000,34058.8006456518,48139.773189505,19500.9906483712,15180.4689871948,25922.2919977344,18898.3405567267,6414.4998030177
Finland,"Goods, Value of Imports",Sierra Leone,US Dollars,Direction of Trade Statistics (DOTS),Units,50000,120000,60000,40000,38979.9517016893,36335.3295314666,23465.0412518896,26789.0629185791,60919.8324712957,77552.5897097822,257994.943795287
Finland,"Goods, Value of Imports",Somalia,US Dollars,Direction of Trade Statistics (DOTS),Units,110000,10000,0,0,0,263871.813577741,116595.816515275,0,173.76798498644,0,430.73092884971
Finland,"Goods, Value of Imports",South Africa,US Dollars,Direction of Trade Statistics (DOTS),Units,17100000,730000,50000,0,20936.1411326371,40003.3534561129,1080644.77941897,37725028.1285161,27386132.4249135,48175086.1528122,40913776.2171901
Finland,"Goods, Value of Imports",Sudan,US Dollars,Direction of Trade Statistics (DOTS),Units,2760000,2240000,4280000,2990000,3378676.72881139,2441333.24183626,1230577.72124573,1097681.85308878,837822.208151681,913154.583038436,1613499.93625691
Finland,"Goods, Value of Imports",Swaziland,US Dollars,Direction of Trade Statistics (DOTS),Units,620000,1210000,4950000,3690000,7517347.75838634,8191667.74973802,9457616.66442652,7883797.97474684,2486586.85956062,545972.235946825,468936.827497463
Finland,"Goods, Value of Imports",Tanzania,US Dollars,Direction of Trade Statistics (DOTS),Units,14160000,19650000,16380000,3620000,5155716.03932317,3551206.2223484,3620325.82133377,2249834.80077867,2066412.83446267,4922221.26582748,3517444.79290868
Finland,"Goods, Value of Imports",Togo,US Dollars,Direction of Trade Statistics (DOTS),Units,360000,70000,0,0,149258.771194981,3541.15276014129,46248.2009198581,0,18268.041998044,380.3309498304,24932.9212920286
Finland,"Goods, Value of Imports",Uganda,US Dollars,Direction of Trade Statistics (DOTS),Units,410000,1070000,390000,560000,80000,249.8638242158,242309.25944528,281508.402836069,554204.204079617,840386.120361932,993299.27214064
Finland,"Goods, Value of Imports",Zambia,US Dollars,Direction of Trade Statistics (DOTS),Units,2790000,3150000,3630000,7090000,8836630.26754107,1150217.22769228,117583.910775046,99789.2593717072,171842.373488841,469661.41149354,73905.4411212228
Finland,"Goods, Value of Imports",Zimbabwe,US Dollars,Direction of Trade Statistics (DOTS),Units,1350000,5020000,2780000,3950000,3591054.78657818,2827480.38538469,2571894.35213266,2645196.7210187,714062.776117135,1733449.54091039,2037305.12742606
France,"Goods, Value of Imports",Angola,US Dollars,Direction of Trade Statistics (DOTS),Units,83100000,90800000,99400000,80200000,43038833.0567658,524978877.637858,360769274.65096,258260589.911593,135349261.81702,121744150.128466,89342194.4282085
France,"Goods, Value of Imports",Benin,US Dollars,Direction of Trade Statistics (DOTS),Units,17400000,17700000,10800000,3100000,6427796.03286111,1481853.8032787,6770380.94056787,10836795.5754663,11099672.8015638,4506807.8518816,5497164.41958877
France,"Goods, Value of Imports",Botswana,US Dollars,Direction of Trade Statistics (DOTS),Units,500000,600000,1400000,400000,2568247.70266298,2006565.23916899,2102629.95818212,1054815.68981669,2430591.72945475,2499259.28194026,1316041.87733805
France,"Goods, Value of Imports",Burkina Faso,US Dollars,Direction of Trade Statistics (DOTS),Units,21100000,36800000,55500000,56900000,35911789.2020534,51056277.4456235,25329404.5744489,32194546.4983592,30284837.4514191,25291221.5228803,30090058.4145091
France,"Goods, Value of Imports",Burundi,US Dollars,Direction of Trade Statistics (DOTS),Units,5000000,8800000,6700000,13200000,11981708.7546606,10150831.2791433,6950813.50711299,5602197.1548878,4703323.01531105,7581710.88310704,13906890.3877756
France,"Goods, Value of Imports",Cameroon,US Dollars,Direction of Trade Statistics (DOTS),Units,833000000,454700000,404600000,530000000,549218456.491649,774430805.73498,589345567.191211,516565760.142456,378557996.055255,428440691.673068,525885646.198299
France,"Goods, Value of Imports",Central African Republic,US Dollars,Direction of Trade Statistics (DOTS),Units,22200000,26100000,17000000,21000000,19628260.5718195,11366723.916647,9015064.44545003,3644818.89953671,4446932.22772164,8392042.93192869,15268409.7359853
France,"Goods, Value of Imports",Chad,US Dollars,Direction of Trade Statistics (DOTS),Units,2200000,4600000,13700000,9100000,7184487.46271642,16147231.9340765,6016220.73763954,4791817.6224176,7644577.38781579,9165451.64889694,10456412.4986915
France,"Goods, Value of Imports","Congo, Democratic Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,92400000,136100000,111100000,91400000,65620966.698729,65539353.4747546,45634444.2306872,35438709.2234508,16280991.5896052,34655879.0499717,41852696.0677514
France,"Goods, Value of Imports","Congo, Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,109300000,137200000,146900000,229400000,200702745.821413,160029148.966302,158261680.693759,70592935.5620764,73944727.6554193,65798097.8180112,93950845.2649088
France,"Goods, Value of Imports",Cote d'Ivoire,US Dollars,Direction of Trade Statistics (DOTS),Units,580400000,596100000,574300000,580800000,482619007.064962,544936505.760173,576786976.599156,525942361.362212,581094887.546506,651186184.550017,914713814.983825
France,"Goods, Value of Imports",Ethiopia,US Dollars,Direction of Trade Statistics (DOTS),Units,22600000,38600000,23200000,24100000,26376816.9635357,21105293.3154282,19869633.3878962,15680938.4031273,11286315.4065789,16639274.3574665,22750755.9126973
France,"Goods, Value of Imports",Gabon,US Dollars,Direction of Trade Statistics (DOTS),Units,632000000,569200000,512000000,489100000,626294882.922257,908427756.931943,880857653.200057,701392741.436195,445817316.266512,405693037.430352,306296576.217587
France,"Goods, Value of Imports","Gambia, The",US Dollars,Direction of Trade Statistics (DOTS),Units,3900000,4400000,2500000,2900000,1021488.90388375,5482378.59846416,4707620.33265862,1233325.86654963,597715.438009758,5126759.59939086,5263165.80294532
France,"Goods, Value of Imports",Ghana,US Dollars,Direction of Trade Statistics (DOTS),Units,11800000,16800000,24300000,34200000,36360268.7558022,48978222.0153837,37855543.8662387,47147087.8205529,63970207.8142686,94388103.8428183,137822580.766336
France,"Goods, Value of Imports",Guinea,US Dollars,Direction of Trade Statistics (DOTS),Units,44500000,32400000,26600000,46000000,63668616.8915489,66564766.7195741,49563846.1430704,44873113.7385304,30958481.2907122,35820494.970772,50071296.4535086
France,"Goods, Value of Imports",Guinea-Bissau,US Dollars,Direction of Trade Statistics (DOTS),Units,2600000,1500000,800000,1700000,1201251.34553283,192888.441300349,854914.845570714,431635.718343684,1412.62141922543,82131.899147071,33456.9939892607
France,"Goods, Value of Imports",Kenya,US Dollars,Direction of Trade Statistics (DOTS),Units,33400000,38400000,39400000,43800000,45463432.3096064,52925860.2779744,58235112.8906203,70134098.2929925,52258340.205148,64180135.4275767,71680708.0862249
France,"Goods, Value of Imports",Liberia,US Dollars,Direction of Trade Statistics (DOTS),Units,52500000,61600000,79000000,85600000,82188662.8507222,67421628.3878727,44731228.6896648,62719597.820035,30849179.7083996,1175242.63582158,28928680.0063909
France,"Goods, Value of Imports",Madagascar,US Dollars,Direction of Trade Statistics (DOTS),Units,87100000,114500000,123900000,116600000,109658315.242972,105238091.009695,107313381.782632,128235477.276237,150973737.60204,204992034.466579,261196748.661345
France,"Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,12400000,13900000,14300000,12000000,12805770.3258732,15417820.7102165,11715889.2568564,19882066.7952339,8368369.28749142,19229671.2292498,11816329.1166502
France,"Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,16500000,16800000,13400000,18600000,13329073.4367943,22198606.5564411,8843175.55542858,10024149.2471011,9198107.79360895,8312612.7399904,7555671.08569448
France,"Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,47900000,54100000,42200000,45500000,74868503.9346408,63086838.0968088,47882431.7655238,52162940.4372618,69904277.2410798,72118471.6622434,80681040.1518988
France,"Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,2300000,5700000,6100000,12600000,4817398.23180244,12113752.1710593,5623294.69271917,5796763.80254382,3432493.47104038,2755381.1253331,3410008.95024675
France,"Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,,,,,,22907984.3720458,17422587.0564755,18003459.6972348,15308578.3201459,12546908.3914125,7119127.43358311
France,"Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,185100000,223900000,373000000,338900000,232845365.957854,198024364.735274,214650318.212421,166632355.142691,143653003.674582,83033368.7857357,137285265.449694
France,"Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,1686200000,839700000,573000000,493600000,479938646.491923,649113885.845423,694662878.147781,729635129.291584,762074999.6027,1086426532.92616,781522122.936422
France,"Goods, Value of Imports",Rwanda,US Dollars,Direction of Trade Statistics (DOTS),Units,7600000,8600000,11500000,10900000,6138545.71193006,2403554.82368556,2388514.48310391,1390112.58262196,2176849.60702638,1829416.00797544,2924982.70804315
France,"Goods, Value of Imports",Senegal,US Dollars,Direction of Trade Statistics (DOTS),Units,151300000,195100000,216900000,268200000,272149662.209404,263045610.936966,234543439.547107,178472585.70102,154366324.517987,181708181.399827,193991664.800989
France,"Goods, Value of Imports",Sierra Leone,US Dollars,Direction of Trade Statistics (DOTS),Units,5000000,10300000,17500000,15200000,12008924.0598392,10233069.5645233,5124098.57391675,3993527.66805419,991130.503264039,6697532.17057859,2591013.79199466
France,"Goods, Value of Imports",Somalia,US Dollars,Direction of Trade Statistics (DOTS),Units,2100000,1000000,2300000,1900000,2545544.69946781,3124785.54946598,1076990.52658382,902184.766218571,733503.671932802,382021.399322232,763500.623311812
France,"Goods, Value of Imports",South Africa,US Dollars,Direction of Trade Statistics (DOTS),Units,644700000,485800000,583300000,707500000,754571681.828521,750350855.212029,662668503.508714,690033260.507268,423639336.562351,542415272.21051,644926231.835933
France,"Goods, Value of Imports",Sudan,US Dollars,Direction of Trade Statistics (DOTS),Units,16600000,23400000,20000000,32200000,35359331.8456113,30364039.6979463,20142743.2091936,32490363.3626595,21736182.355299,30050909.1695042,29099971.8019646
France,"Goods, Value of Imports",Swaziland,US Dollars,Direction of Trade Statistics (DOTS),Units,3200000,6100000,40200000,34500000,24207690.8938683,41510116.9862234,30935303.6293034,42317112.4672357,29594771.8881275,36370382.4446668,49416380.8047008
France,"Goods, Value of Imports",Tanzania,US Dollars,Direction of Trade Statistics (DOTS),Units,13600000,19500000,15300000,9900000,12776581.3709853,12744835.382306,11830142.4767013,12170238.2607127,19232134.3120445,14753662.8395483,13069263.4903558
France,"Goods, Value of Imports",Togo,US Dollars,Direction of Trade Statistics (DOTS),Units,41000000,51300000,28600000,35700000,36849492.7831164,30781086.0234978,26378712.6196584,14824467.354125,9427305.61887828,16927096.2321091,24721913.7801244
France,"Goods, Value of Imports",Uganda,US Dollars,Direction of Trade Statistics (DOTS),Units,29500000,42800000,38500000,41800000,36465241.8397363,25920404.1466462,27721836.2630331,23204245.0790458,20445929.266514,68354633.2927777,76653980.0550237
France,"Goods, Value of Imports",Zambia,US Dollars,Direction of Trade Statistics (DOTS),Units,68400000,90300000,59600000,93800000,196353255.638029,189156610.913458,143458465.94404,130186810.742535,100468284.000473,49086777.9349771,56288086.7557885
France,"Goods, Value of Imports",Zimbabwe,US Dollars,Direction of Trade Statistics (DOTS),Units,19800000,20700000,26700000,32000000,36704428.8681854,29659766.1423362,25700724.9416899,29308537.5246809,18756080.8937656,33416696.0102089,33636299.4360894
Germany,"Goods, Value of Imports",Angola,US Dollars,Direction of Trade Statistics (DOTS),Units,17500000,11600000,48200000,252700000,41861338.5221169,250038072.240804,191730003.276326,109990074.973223,93595591.8851911,162947416.479665,255182627.598533
Germany,"Goods, Value of Imports",Benin,US Dollars,Direction of Trade Statistics (DOTS),Units,36400000,39200000,13200000,1400000,2020381.61111105,766132.411487994,1551732.30578169,1753929.62066168,829240.372429671,1554070.61548434,4057564.68018415
Germany,"Goods, Value of Imports",Botswana,US Dollars,Direction of Trade Statistics (DOTS),Units,13600000,19900000,25300000,21500000,16700000,36063383.4802507,34526801.0918293,35296414.2227825,23174988.0295454,19654478.2528437,19010468.8895478
Germany,"Goods, Value of Imports",Burkina Faso,US Dollars,Direction of Trade Statistics (DOTS),Units,3500000,2700000,600000,1600000,4262245.04450488,382153.56543516,1367944.97017713,5384176.3047381,1034030.19632519,933779.427267195,871550.430828769
Germany,"Goods, Value of Imports",Burundi,US Dollars,Direction of Trade Statistics (DOTS),Units,56600000,78400000,44100000,51000000,43662981.0511353,33701619.1639435,25797761.255927,31536307.8812423,36083762.3858097,31118519.948887,57293343.7411087
Germany,"Goods, Value of Imports",Cameroon,US Dollars,Direction of Trade Statistics (DOTS),Units,227600000,194400000,206300000,142900000,151258083.104282,147780448.068515,202809223.457756,103293252.5379,107594865.953877,116545149.207488,111703236.688246
Germany,"Goods, Value of Imports",Central African Republic,US Dollars,Direction of Trade Statistics (DOTS),Units,7300000,11900000,4400000,3400000,3992344.05696707,4281672.63114299,1436988.77525277,1864784.09401078,2404542.0224106,4011158.82447353,5261948.30797277
Germany,"Goods, Value of Imports",Chad,US Dollars,Direction of Trade Statistics (DOTS),Units,11200000,10500000,12000000,11000000,12210280.7959645,24385406.8715697,14103866.2182469,17872523.9926949,14429581.4619192,14692146.5562472,27151378.0510331
Germany,"Goods, Value of Imports","Congo, Democratic Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,209400000,223400000,195800000,226000000,217951108.360793,213144993.351203,145791626.183187,72975293.7317018,39220155.6398787,36193908.6267455,65161085.3797369
Germany,"Goods, Value of Imports","Congo, Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,35100000,16700000,77300000,47000000,22560059.4812889,25002939.5186504,46753950.2624373,28207133.7665531,39012405.5056477,21272251.7758462,22034410.5113528
Germany,"Goods, Value of Imports",Cote d'Ivoire,US Dollars,Direction of Trade Statistics (DOTS),Units,330800000,393500000,349000000,270700000,214701089.537312,297746046.846553,320910149.480723,344211003.518553,299588373.467736,394873020.733812,389226499.469849
Germany,"Goods, Value of Imports",Ethiopia,US Dollars,Direction of Trade Statistics (DOTS),Units,66100000,121000000,76800000,81100000,96186596.4410225,59504671.4735448,51844520.5015833,29518851.2669707,50642446.232632,88252255.63629,171517539.712003
Germany,"Goods, Value of Imports",Gabon,US Dollars,Direction of Trade Statistics (DOTS),Units,43100000,15900000,38200000,8600000,12939159.1435983,54164354.4606637,103095598.412495,58482095.0512281,7822056.57949988,23123766.6201662,32669024.9209519
Germany,"Goods, Value of Imports","Gambia, The",US Dollars,Direction of Trade Statistics (DOTS),Units,100000,400000,5600000,2000000,719133.25926492,1382568.55466999,283963.754129846,539685.598828336,265909.224914655,1242736.29113342,1299056.32223565
Germany,"Goods, Value of Imports",Ghana,US Dollars,Direction of Trade Statistics (DOTS),Units,52800000,104200000,132200000,148100000,255503344.825201,429616545.933568,401459831.835877,230498393.779049,195914298.248516,241173521.505991,211734884.129782
Germany,"Goods, Value of Imports",Guinea,US Dollars,Direction of Trade Statistics (DOTS),Units,71200000,67100000,61100000,39700000,54663403.0005639,43791133.29778,33089638.7909617,34278708.6894298,41297334.0536441,45388456.5342127,28467707.5555881
Germany,"Goods, Value of Imports",Guinea-Bissau,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,300000,100000,54647.7364050362,421710.552216366,528693.58326374,344345.931038098,82237.7769525931,11251.7383403372,117087.334255042
Germany,"Goods, Value of Imports",Kenya,US Dollars,Direction of Trade Statistics (DOTS),Units,158900000,201900000,154500000,152500000,160657498.659147,143864438.571564,158716886.464666,150542805.171152,120374777.936353,154813291.962537,197197484.890451
Germany,"Goods, Value of Imports",Liberia,US Dollars,Direction of Trade Statistics (DOTS),Units,189900000,219800000,182000000,166400000,188907890.966178,135370018.792811,10814435.9278179,14016024.3244913,1207916.83222058,2692482.7840237,570858.706514457
Germany,"Goods, Value of Imports",Madagascar,US Dollars,Direction of Trade Statistics (DOTS),Units,24200000,26300000,32500000,27100000,30470282.7536757,34472417.6102227,33206958.4846138,39138481.8606639,45981287.4146228,54638632.400266,60353668.4514712
Germany,"Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,28900000,37800000,65200000,23500000,28829267.5287933,46068777.9552007,68586748.8207275,101636176.51575,39701983.2479204,55155061.7230959,62360610.5319117
Germany,"Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,13800000,9200000,9000000,7200000,10604979.3039603,13825156.3042009,12118831.7899853,10572531.3904537,6531252.1710216,4220591.06179518,4098560.35759233
Germany,"Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,14400000,12800000,10800000,4700000,922144.009432101,4228619.75616453,11896362.0411649,11211452.7624583,7576806.2639039,12930461.1966635,24035950.2557933
Germany,"Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,3800000,2500000,3400000,5000000,11501621.1091665,7749103.45806755,4626258.36327578,7012253.86160189,3043520.09240852,7857800.72142463,5819095.7903656
Germany,"Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,,,,,,16548259.7579012,29842887.8927082,32205243.9349093,20997185.571187,23881287.7589412,22158355.913407
Germany,"Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,100000,6500000,6800000,300000,329362.586689934,403241.07989696,449938.399773641,217133.044301648,1131378.66061706,529585.547759066,321269.444680029
Germany,"Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,2144800000,1254100000,768000000,689600000,729191735.150326,1262040136.22822,1200183779.82645,1454535688.05829,869183800.774994,887972771.875308,688932929.629622
Germany,"Goods, Value of Imports",Rwanda,US Dollars,Direction of Trade Statistics (DOTS),Units,80100000,95600000,69800000,59900000,42510096.7317839,36067638.7109125,36288553.2196949,25902006.2047252,33856906.2040079,13443034.3081189,12976470.2669666
Germany,"Goods, Value of Imports",Senegal,US Dollars,Direction of Trade Statistics (DOTS),Units,6800000,7300000,8000000,13200000,15396124.7961632,15418813.1824274,17666088.9261653,13500095.7072778,15309977.3871489,17621762.6980847,16340758.3102113
Germany,"Goods, Value of Imports",Sierra Leone,US Dollars,Direction of Trade Statistics (DOTS),Units,26100000,39200000,28600000,33500000,39918010.8370699,39002621.5146665,39648807.5611597,22521296.2923,24540989.2036081,17200738.2426305,5626920.19186845
Germany,"Goods, Value of Imports",Somalia,US Dollars,Direction of Trade Statistics (DOTS),Units,400000,900000,800000,400000,406308.180189404,447927.663265703,387477.501384528,459487.741630948,74204.306043168,607349.327040047,518280.48498326
Germany,"Goods, Value of Imports",South Africa,US Dollars,Direction of Trade Statistics (DOTS),Units,1085000000,1376300000,1248200000,1726700000,1552705489.41661,1821502366.01414,1918296218.46592,1999387943.12515,1598100593.99554,1622289025.16324,1917536920.25796
Germany,"Goods, Value of Imports",Sudan,US Dollars,Direction of Trade Statistics (DOTS),Units,32500000,29600000,39500000,34800000,21755660.6926142,36364261.3112508,34561637.6255837,29132124.12213,25809826.112585,25911914.4140979,30896681.4156423
Germany,"Goods, Value of Imports",Swaziland,US Dollars,Direction of Trade Statistics (DOTS),Units,9300000,15400000,7400000,4900000,3100000,15066301.2225994,12560345.3422575,6882582.63037635,4288886.17244224,5883358.89118253,5284223.25962871
Germany,"Goods, Value of Imports",Tanzania,US Dollars,Direction of Trade Statistics (DOTS),Units,54800000,112100000,73000000,70300000,83498179.4470091,72714552.6923179,68204106.3067263,51571165.42446,52672597.8180027,55240199.8397416,73122116.3244968
Germany,"Goods, Value of Imports",Togo,US Dollars,Direction of Trade Statistics (DOTS),Units,13300000,21600000,15200000,14700000,10964184.9987526,7952724.56247025,4417690.03748291,5894820.64351528,3999187.83731197,4930406.20269049,1973288.67531777
Germany,"Goods, Value of Imports",Uganda,US Dollars,Direction of Trade Statistics (DOTS),Units,33700000,34800000,19400000,25900000,26881106.061539,12534657.5253043,18636175.0605766,18223453.091769,14764306.7580405,51799866.9256453,74194180.950947
Germany,"Goods, Value of Imports",Zambia,US Dollars,Direction of Trade Statistics (DOTS),Units,22700000,11000000,27200000,19400000,14919269.0081336,28273887.6417329,18503104.1173003,17490339.6606994,8550379.72372676,19861414.0902054,23248720.1989898
Germany,"Goods, Value of Imports",Zimbabwe,US Dollars,Direction of Trade Statistics (DOTS),Units,109200000,131600000,157000000,210500000,262867943.523775,203725485.464796,241594216.519912,189258400.151627,103194162.961812,146460564.339052,185845506.800891
Greece,"Goods, Value of Imports",Angola,US Dollars,Direction of Trade Statistics (DOTS),Units,70000,0,20000,40333.8789836157,29168.4491495297,0,218000,299000,0,99000,136288
Greece,"Goods, Value of Imports",Benin,US Dollars,Direction of Trade Statistics (DOTS),Units,1520000,3880000,1670000,25262.1333451312,0,0,0,0,0,2034000,0
Greece,"Goods, Value of Imports",Botswana,US Dollars,Direction of Trade Statistics (DOTS),Units,130000,100000,40000,108412.842126437,154009.597220127,36968.834045246,230212.863131625,670000,357000,231000,211000
Greece,"Goods, Value of Imports",Burkina Faso,US Dollars,Direction of Trade Statistics (DOTS),Units,320000,120000,20000,6584.01026079521,122290.152529802,20035.3341227576,0,0,0,0,29598
Greece,"Goods, Value of Imports",Burundi,US Dollars,Direction of Trade Statistics (DOTS),Units,10000,20000,10000,507534.9504452,0,39049.8790137576,137538.097928438,30000,32000,0,0
Greece,"Goods, Value of Imports",Cameroon,US Dollars,Direction of Trade Statistics (DOTS),Units,6180000,9420000,7060000,5725226.11224473,8451943.04377412,8924975.8392274,9868197.80561457,9075034.96503496,9255000,15922551.034965,10274979
Greece,"Goods, Value of Imports",Central African Republic,US Dollars,Direction of Trade Statistics (DOTS),Units,70000,270000,50000,1479590.74306702,2898463.97357496,1525068.74373651,147927.07241743,178438.776909365,297000,231000,207099
Greece,"Goods, Value of Imports",Chad,US Dollars,Direction of Trade Statistics (DOTS),Units,10000,260000,20000,74675.7873735214,17104.0813481667,92533.6085764401,564.22698338608,280000,19000,0,487638
Greece,"Goods, Value of Imports","Congo, Democratic Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,2750000,3080000,13540000,6007803.76313462,4220577.74996887,3467740.766268,5892294.50279892,1522468.25723296,3516000,1390271,3064701
Greece,"Goods, Value of Imports","Congo, Republic of",US Dollars,Direction of Trade Statistics (DOTS),Units,1850000,2010000,2870000,1686973.26585376,3521468.65182523,5714042.70037461,4947938.11001228,4766685.31468531,2396000,3275033,1909781
Greece,"Goods, Value of Imports",Cote d'Ivoire,US Dollars,Direction of Trade Statistics (DOTS),Units,46990000,43240000,66860000,71088516.4727309,73786451.7319478,79940031.366488,64407951.6299494,50993964.3493761,12215000,15931143,56528232
Greece,"Goods, Value of Imports",Ethiopia,US Dollars,Direction of Trade Statistics (DOTS),Units,1370000,1740000,9080000,509521.084018956,1375585.17875737,994487.563039401,180131.886661926,330785.410667763,173000,302262,1100778
Greece,"Goods, Value of Imports",Gabon,US Dollars,Direction of Trade Statistics (DOTS),Units,11540000,12170000,8970000,10152222.7888383,12912616.2221451,15672089.5051345,49676129.7821845,12998160.0164541,16226000,24321253,24026015
Greece,"Goods, Value of Imports","Gambia, The",US Dollars,Direction of Trade Statistics (DOTS),Units,50000,60000,1820000,55390.8773171703,3149.03628630893,19741.2190311178,92516.6108536235,67219.3884546825,44000,29000,0
Greece,"Goods, Value of Imports",Ghana,US Dollars,Direction of Trade Statistics (DOTS),Units,1060000,20000,700000,631440.924963579,245536.891600631,1785891.25239063,2030635.71602096,4358263.54038119,2533000,1165868,2341574
Greece,"Goods, Value of Imports",Guinea,US Dollars,Direction of Trade Statistics (DOTS),Units,10000,0,0,9955.50498791117,0,0,1307.60826341157,0,779000,798000,2611633
Greece,"Goods, Value of Imports",Guinea-Bissau,US Dollars,Direction of Trade Statistics (DOTS),Units,0,0,0,0,0,0,0,0,0,0,192000
Greece,"Goods, Value of Imports",Kenya,US Dollars,Direction of Trade Statistics (DOTS),Units,3650000,2780000,1450000,2636734.13604619,3896668.24122216,5834616.61734791,5462590.51339415,3554611.68243521,4398000,5512371,4797828
Greece,"Goods, Value of Imports",Liberia,US Dollars,Direction of Trade Statistics (DOTS),Units,220000,10310000,12010000,2515822.41811741,31287852.9511444,9587900.82732371,1605798.56891648,43789082.2706705,37974000,38546325,6990000
Greece,"Goods, Value of Imports",Madagascar,US Dollars,Direction of Trade Statistics (DOTS),Units,100000,220000,1830000,898769.896145479,1965486.75082051,1189388.71093345,788795.319479256,933692.307692308,1093000,616000,680070
Greece,"Goods, Value of Imports",Malawi,US Dollars,Direction of Trade Statistics (DOTS),Units,1040000,1670000,1490000,1669690.72069549,1747081.88138505,1751018.45985428,1431623.69409376,887187.851364322,1247000,2008504,2622286
Greece,"Goods, Value of Imports",Mali,US Dollars,Direction of Trade Statistics (DOTS),Units,30000,140000,210000,633446.244475222,78038.1576305753,24666.0312479756,0,0,3000,4000,3000
Greece,"Goods, Value of Imports",Mauritania,US Dollars,Direction of Trade Statistics (DOTS),Units,1690000,1510000,3880000,4423202.72765866,4541449.35676963,7692829.25718568,4719200.41827748,4542945.56423968,8918000,5832232,2391367
Greece,"Goods, Value of Imports",Mozambique,US Dollars,Direction of Trade Statistics (DOTS),Units,160000,60000,130000,0,229869.850698615,2490589.48704776,23330.9106011837,0,18000,56000,0
Greece,"Goods, Value of Imports",Namibia,US Dollars,Direction of Trade Statistics (DOTS),Units,,,,,62833604.9988245,66315500.9072438,17143214.9541833,8646137.39201974,6902000,9341015,19320844
Greece,"Goods, Value of Imports",Niger,US Dollars,Direction of Trade Statistics (DOTS),Units,160000,170000,300000,802.59080190283,8984.67581774548,37228.6703833164,25240.5406656946,0,86999.9999999999,67775,16660000
Greece,"Goods, Value of Imports",Nigeria,US Dollars,Direction of Trade Statistics (DOTS),Units,2450000,280000,34100000,2792519.11426931,3002963.69661738,1823447.56972144,1905491.4384514,2008160.83916084,1436000,1917854,4179901
